,id,q_format,a_format
27,A1,When are the meetings for [CSSE-Club] club?,The meetings are [Day] at [Time] in room [Room].
28,A1,When is the next meeting for [Stat-Club] club?,The next meeting is at [Date] at [Time] in room [Room].
29,A1,When is the next meeting for [CSSE-Club] club?,The next meeting is at [Date] at [Time] in room [Room].
32,A1, Where is [Stat-Club] located?,[Stat-Club] is located in [Room].
33,A1,Where is [CSSE-Club] located?,[CSSE-Club] is located in [Room].
35,A1,Does [CSSE-Club] have their own room? (No. , Yes.)
38,A1,What are the technical tracks option for SLO Hacks club?,They are [Tracks].
39,A1,What college is affiliated with the [Club] club?,The College of [College].
40,A1,What are some past events of the [Stat-Club] club?,"Some past events are [Stat-Event] on [Date],â¦."
41,A1,What are some past events of the [CSSE-Club] club?,"Some past events are [CSSE-Event] on [Date],â¦"
42,A1,What was the last event of the [Stat-Club] club?,The last event was [Stat-Event] on [Date].
43,A1,What was the last event of the [CSSE-Club] club?,The last event was [CSSE-Event] on [Date].
44,A1,When was the last event of [Stat-Club] club?,The last event was [Stat-Event] on [Date].
45,A1,When was the last event of [CSSE-Club] club?,The last event was [Stat-Event] on [Date].
46,A1,Who is the president of the [Club] club?,[Person] is the president.
47,A1,Who is the vice president of the [Club] club?,[Person] is the vice president.
48,A1,Who is the secretary of the [Club] club?,[Person] is the secretary.
49,A1,Who is the treasurer of the [Club] club?,[Person] is the treasurer.
50,A1,How can I contact [Club]?,Contact [Club] via [Email].
53,A1,What is the phone number of the President of the [Club] club?,[Person]âs phone number is [Phone Number].
54,A1,What is the phone number of the Advisor of the [Club] club?,[Faculty]âs phone number is [Phone Number].
55,A1,How many people posted on the [Stat-Club] clubâs Facebook page in the past 30 days?,[Number] people posted on the page.
56,A1,How many people joined the [Stat-Club] clubâs Facebook page in the past 30 days?,[Number] people joined the page.
57,A1,How many people posted on the [CSSE-Club] clubâs Facebook page in the past 30 days?,[Number] people posted on the page.
58,A1,How many people joined the [CSSE-Club] clubâs Facebook page in the past 30 days?,[Number] people posted on the page.
59,A1,What resources are used by the [Club] club?,[Club] uses [Resources].
61,A1,How many followers does the [CSSE-Club] clubâs Instagram account have? ,The [CSSE-Club] Instagram account has [Followers] followers.
62,A1,How many accounts does the [CSSE-Club]âs Instagram follow?,The [CSSE-Club]âs Instagram follows [Number] accounts.
64,A1,How many followers does the [Stat-Club] clubâs Instagram account have?,The [Stat-Club] Instagram account has [Followers] followers.
65,A1,When was the [CSSE-Club] established?,The [CSSE-Club] was established on [Date].
66,A1,When was the [Stat-Club] established?,The [Stat-Club] was established on [Date].
68,A1,Does the [CSSE-Club] have an office?,No./Yes.
69,A1,Where is the office of the [CSSE-Club]?,The [CSSE-Club] has no office./It is in [Room].
70,A1,How many officers does the [CSSE-Club] have?,The [CSSE-Club] has [Number] officers.
71,A1,How many teams does the [CSSE-Club] have?,The [CSSE-Club] has [Number] teams.
72,A1,Who is the director of the [Team] in the [CSSE-Club]?,[Person] is the director of [Team] in the [CSSE-Club].
74,A1,Where will the next event of the [CSSE-Club] be held?,The next event of the [CSSE-Club] will be held in [Room] or [Place].
75,A1,When will the next event of the [CSSE-Club] be held?,The next event of the [CSSE-Club] will be held at [Time] on [Date].
76,A1,Can men join the WISH club?,Yes.
79,A1,What is the next event of the [CSSE-Club]?,It is the [Event].
80,A1,When does the CSSE tutoring start?,It starts at [Time].
81,A1,When does the CSSE tutoring end?,It ends at [Time].
82,A1,How many events does the [CSSE-Club] have next week?,The [CSSE-Club] has [number] events next week.
83,A1,Is there a [Team] in the [CSSE-Club]?,No./Yes. 
86,A1,What courses does the CSSE department offer tutoring for?,"[CSSE-Course], â¦."
90,A1,Where is the tutoring center of the CSSE department?,It is in [Room].
91,A1,Who is the head tutor of the CSSE tutoring center?,[Person]
92,A1,What is the email of the head tutor of the CSSE tutoring center?,[Email]
93,A1,How many tutors does the CSSE tutoring center have?,[Number].
95,A1,Who is the advisor of the CSSE tutoring center?,It is [Faculty].
96,A1,What is the email of the advisor of the CSSE tutoring center?,[Email].
97,A1,Is there a schedule for the CSSE tutoring center?,Yes. The URL is [URL].
98,A1,Is there any requirement for being a tutor at CSSE tutoring center?,"Yes. You have to pass or be enrolled in [CSSE-Course], [CSSE-Course]..."
99,A1,Who should I contact if I want to be a tutor at the CSSE tutoring center?,[Faculty]: [Email].
100,A1,Does the CSSE tutoring center require sign-up?,No.
101,A1,Which CSSE tutors will be on duty on [Date]?,"There is no tutoring on[Date]./[Person], [Person]..."
102,A1,What are the tutoring options available for statistics?,"There is private tutoring available for pay, free tutoring to students enrolled in STAT courses, and free assistance with the R programming language."
103,A1,What STAT courses have private tutoring available?,"[STAT-Course],â¦."
105,A1,Who are the private tutors available for the STAT department?,"The private tutors available for the STAT department are [Person] at [Email],â¦."
109,A1,How many private Statistics tutors are available?,There are [Number] private statistics tutors available.
110,A1,Where is the free Statistics tutoring located?,"Free Statistics Tutoring is offered at room [Room],â¦."
111,A1,When is the free Statistics tutoring?," Free Statistics tutoring is offered on [Day] at [Time]-[Time],â¦."
112,A1,Where is R programming assistance located?,"R programming assistance is located at room [Room],...."
113,A1,When is R programming assistance offered?,R programming is offered on [Day] at [Time]-[Time].
114,A1,Where can I get more information about Statistics tutoring?,More information can be found on the website [URL].
115,A1,Who are the data services peer assistants?,"The data services peer assistants are [Person] who helps with [Data-Subj],..."
116,A1,Where can I find assistance for working with data?,You can get assistance at room [Room].
117,A1,When can I find assistance for working with data?,"You can get assistance on [Day] at [Time]-[Time],...."
118,A1,What subjects do the data services peer assistants help with?,"Data services peer assistants can help with [Data-Subj],...."
119,A1,How do you sign up to be a [Department] tutor?,Contact [Faculty] at [Email].
0,H2,What are the prerequisites for [COURSE-NAME]?,"The prerequisites for [COURSE-NAME] are [DEPARTMENT-NAME] [COURSE-NUM], [DEPARTMENT-NAME] [COURSE-NUM], and [DEPARTMENT-NAME] [COURSE-NUM]."
1,H2,What are the prerequisites for [DEPARTMENT-NAME] [COURSE-NUM]?,"The prerequisites for [DEPARTMENT-NAME] [COURSE-NUM] are [DEPARTMENT-NAME] [COURSE-NUM], [DEPARTMENT-NAME] [COURSE-NUM], and [DEPARTMENT-NAME] [COURSE-NUM]."
2,H2,What courses are needed to take [COURSE-NAME]?,"The prerequisites for [COURSE-NAME] are [DEPARTMENT-NAME] [COURSE-NUM], [DEPARTMENT-NAME] [COURSE-NUM], and [DEPARTMENT-NAME] [COURSE-NUM]."
3,H2,What courses are needed to take [DEPARTMENT-NAME] [COURSE-NUM]?,"The prerequisites for [DEPARTMENT-NAME] [COURSE-NUM] are [DEPARTMENT-NAME] [COURSE-NUM], [DEPARTMENT-NAME] [COURSE-NUM], and [DEPARTMENT-NAME] [COURSE-NUM]."
4,H2,How many units is [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is worth [NUM-UNITS].
5,H2,How many units is [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is worth [NUM-UNITS].
6,H2,How much credits is [COURSE-NAME] worth?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is worth [NUM-UNITS].
7,H2,How much credits is [DEPARTMENT-NAME] [COURSE-NUM] worth?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is worth [NUM-UNITS].
8,H2,When is [COURSE-NAME] offered?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].
9,H2,When is [DEPARTMENT-NAME] [COURSE-NUM] offered?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].
10,H2,Is [COURSE-NAME] available in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].
11,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] available in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].
12,H2,Is [COURSE-NAME] offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].
13,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].
14,H2,What courses are offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM]... are all offered in [TERM].
15,H2,What is available in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM]... are all offered in [TERM].
16,H2,What is the name of [DEPARTMENT-NAME] [COURSE-NUM]?,The full name of [DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME].
17,H2,What is [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME]. The description is [COURSE-DESC].
18,H2,What is the number for [COURSE-NAME]?,The number for [COURSE-NAME] is [DEPARTMENT-NAME] [COURSE-NUM].
19,H2,What courses have [COURSE-NAME] as a prerequisite?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM]...
20,H2,What courses have [DEPARTMENT-NAME] [COURSE-NUM] as a prerequisite?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM]...
21,H2,What comes after [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM]...
22,H2,What comes after [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM]...
23,H2,What courses have no prerequisites?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]... don't have prerequisites.
24,H2,What is the description for [COURSE-NAME]?,The description of [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is [COURSE-DESC].
25,H2,What is the description for [DEPARTMENT-NAME] [COURSE-NUM]?,The description of [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is [COURSE-DESC].
26,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have more units than [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] has more units than [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].
27,H2,Does [COURSE-NAME] have more units than [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] has more units than [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].
28,H2,Is [COURSE-NAME] needed for [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is (not) a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].
29,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] needed for [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is (not) a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].
30,H2,What courses are about [SUBJECT]?,The following courses are about [SUBJECT]: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...
31,H2,What courses pertain to [SUBJECT]?,The following courses are about [SUBJECT]: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...
32,H2,Who should I take [COURSE-NAME] with?,"Based on PolyRatings, [PROFESSOR] is the best professor for this course with a score of [POLY-SCORE]"
33,H2,Who should I take [DEPARTMENT-NAME] [COURSE-NUM] with?,"Based on PolyRatings, [PROFESSOR] is the best professor for this course with a score of [POLY-SCORE]"
34,H2,Who typically teaches [COURSE-NAME]?,The following professors have taught [CSSE-COUSE-NAME]: [PROFESSOR]...
35,H2,Who typically teaches [DEPARTMENT-NAME] [COURSE-NUM]?,The following professors have taught [CSSE-COUSE-NUM]: [PROFESSOR]...
36,H2,Does [COURSE-NAME] have any non CS/SE prerequisites?,Yes. They are [DEPARTMENT-NAME] [COURSE-NUM]... / No
37,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have any non CS/SE prerequisites?,Yes. They are [DEPARTMENT-NAME] [COURSE-NUM]... / No
38,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have a lab?,Yes it is [NUM-UNITS] units/No
39,H2,Does [COURSE-NAME] have a lab?,Yes it is [NUM-UNITS] units/No
40,H2,What courses are offered CR/NC?,The following courses are offered on a Credit/No Credit basis only: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...
41,H2,What courses are offered Credit/No Credit?,The following courses are offered on a Credit/No Credit basis only: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...
42,H2,Which classes are offered CR/NC?,The following courses are offered on a Credit/No Credit basis only: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...
43,H2,Which classes are offered Credit/No Credit?,The following courses are offered on a Credit/No Credit basis only: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...
44,H2,Is [COURSE-NAME] offered on a Credit/No Credit basis?,Yes/No
45,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] offered on a Credit/No Credit basis?,Yes/No
46,H2,Is there a grade prerequesite for [COURSE-NAME]?,"Yes, it is a C- or better in [DEPARTMENT-NAME] [COURSE-NUM]"
47,H2,Is there a grade prerequesite for [DEPARTMENT-NAME] [COURSE-NUM]?,"Yes, it is a C- or better in [DEPARTMENT-NAME] [COURSE-NUM]"
48,H2,How many [LEVEL] level courses are available?,"There are [NUM-COURSES] [LEVEL] level courses, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]..."
49,H2,What courses are credit not allowed for [MAJOR]?,The following courses do not allow credit for [MAJOR] students: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]...
50,H2,Is [COURSE-NAME] applicable to [MAJOR]?,Yes/No
51,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] applicable to [MAJOR]?,Yes/No
52,H2,Does [COURSE-NAME] apply to [MAJOR]?,Yes/No
53,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] apply to [MAJOR]?,Yes/No
54,H2,Can I get credit for [DEPARTMENT-NAME] [COURSE-NUM] as a [MAJOR]?,Yes/No
55,H2,Can I get credit for [COURSE-NUM] as a [MAJOR]?,Yes/No
56,H2,What does [LEGEND-ITEM] mean?,[LEGEND-ITEM] means [LEGEND-DESCRIPTION]
57,H2,Does [COURSE-NAME] have any corequisites?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]..."
58,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have any corequisites?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]..."
59,H2,Which courses have corequisites?,"There are [NUM-COURSES] courses that have corequisites, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]..."
60,H2,Does [COURSE-NAME] have any concurrent enrollements?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]..."
61,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have any concurrent enrollments?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]..."
62,H2,Which courses have concurrent enrollments?,"There are [NUM-COURSES] courses that have concurrent enrollments, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]..."
63,H2,What courses are being offered in [TERM]?,There are [COURSE-NUM] being offered in [TERM]. They are [DEPARTMENT-NAME] [COURSE-NUMBER]... .
64,H2,Which classes will be be offered in [TERM]?,There are [COURSE-NUM] being offered in [TERM]. They are [DEPARTMENT-NAME] [COURSE-NUMBER]... .
65,H2,"For [TERM], which classes are being offered?",There are [COURSE-NUM] being offered in [TERM]. They are [DEPARTMENT-NAME] [COURSE-NUMBER]... .
66,H2,What professors are teaching [COURSE-NAME] in [TERM]?,The following professors are teaching [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] in [TERM]: [PROFESSOR]...
67,H2,What professors are teaching [DEPARTMENT-NAME][COURSE-NUMBER] in [TERM]?,The following professors are teaching [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] in [TERM]: [PROFESSOR]...
68,H2,What time is [COURSE-NAME] being offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is being offered at the following times: [TIME]
69,H2,What time is [DEPARTMENT-NAME] [COURSE-NUMBER] being offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is being offered at the following times: [TIME]
70,H2,How many sections of [COURSE-NAME] are being offered in [TERM]?,There are [NUM-SECTIONS] of [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] offered in [TERM]
71,H2,How many sections of [DEPARTMENT-NAME] [COURSE-NUMBER] are being offered in [TERM]?,There are [NUM-SECTIONS] of [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] offered in [TERM]
72,H2,What courses are typically offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM]... are all offered in [TERM].
73,H2,What courses are available in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM]... are all offered in [TERM].
74,H2,What is [DEPARTMENT-NAME] [COURSE-NUM] called?,The full name of [DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME].
75,H2,What is the name and description of [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME]. The description is [COURSE-DESC].
76,H2,How is [COURSE-NAME] listed?,The number for [COURSE-NAME] is [DEPARTMENT-NAME] [COURSE-NUM].
77,H2,Which courses are taught that are about [SUBJECT]?,The following courses are about [SUBJECT]: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...
78,H2,Who is the best professor for [COURSE-NAME] with?,"Based on PolyRatings, [PROFESSOR] is the best professor for this course with a score of [POLY-SCORE]"
79,H2,Which classes have zero prerequisites?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]... don't have prerequisites.
80,H2,What are the classes that don't have any prereq's?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]... don't have prerequisites.
81,H2,"What course has more units, [COURSE-NAME] or [COURSE-NAME]?",[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] has more units than [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].
82,H2,Do I need [COURSE-NAME] for [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is (not) a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] .
83,H2,Are there corequesites for [DEPARTMENT-NAME] [COURSE-NUM]?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]..."
84,H2,What is [DEPARTMENT-NAME] [COURSE-NUM]'s name?,The full name of [DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME].
85,H2,Which professors have taught [COURSE-NAME]?,The following professors have taught [CSSE-COUSE-NAME]: [PROFESSOR]...
86,H2,What is [LEGEND-ITEM]?,[LEGEND-ITEM] means [LEGEND-DESCRIPTION].
87,H2,What are the classes that have corequisites?,"There are [NUM-COURSES] courses that have corequisites, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]..."
88,H2,Are there classes with concurrent enrollments?,"There are [NUM-COURSES] courses that have concurrent enrollments, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]..."
89,H2,Which quarter is [COURSE-NAME] typically offered?,[COURSE-NAME] is typically offered in [TERMS]
90,H2,Does [COURSE-NAME] have a prerequisite from another department?,"If yes: Yes, [COURSE-NAME] has prerequieites from [DEPARTMENTS]"
91,H2,What course number does [COURSE-NAME] have?,[COURSE-NAME] has number [COURSE-NUMBER]
92,H2,What course name does [COURSE-NUM] have?,[COURSE-NUM] has name [COURSE-NAME]
93,H2,How many units of lab does [DEPARTMENT-NAME][COURSE-NUM] have?,[DEPARTMENT-NAME][COURSE-NUM] has [NUM-UNITS] units
94,H2,How many units of lab does [COURSE-NAME] have?,[COURSE-NAME] has [NUM-UNITS] units
95,H2,Are there any recommended classes for [COURSE-NAME]?,"if yes: Yes, they are [COURSE-NAMES]"
96,H2,Are there any recommended classes for [DEPARTMENT-NAME][COURSE-NUM]?,"if yes: Yes, they are [COURSE-NAMES]"
97,H2,Which classes have [NUMBER] prerequisites?,[COURSE-NAMES]
98,H2,Does [COURSE-NAME] require consent of instructor?,Yes/No
99,H2,Does [DEPARTMENT-NAME][COURSE-NUM] require consent of instructor?,Yes/No
100,H2,Does [COURSE-NAME] require [STANDING]?,Yes/No
101,H2,Does [DEPARTMENT-NAME][COURSE-NUM] require [STANDING]?,Yes/No
102,H2,Are there any [NUM-UNITS] unit courses?,Yes/No
103,H2,Are there any [NUM-UNITS] unit courses in [TERM]?,Yes/No
104,H2,Is [COURSE-NAME] corsslisted?,"if yes: Yes, it is crosslisted as [DEPARTMENT-NAME][COURSE-NUM]"
105,H2,Is  [DEPARTMENT-NAME][COURSE-NUM] corsslisted?,"if yes: Yes, it is crosslisted as [DEPARTMENT-NAME][COURSE-NUM]"
106,H2,Which courses are crosslisted?,Here is a list of crosslisted courses: [COURSE-NAMES]
107,H2,Which departments does [COURSE-NAME] have prerequisites in?,[COURSE-NAME] have prerequisites in these departments: [DEPARTMENTS]
108,H2,Which courses does [PROFESSOR] teach?,[PROFESSOR] teaches: [COURSE-NAMES]
109,H2,What is [PROFESSOR]'s poly rating?,[PROFESSOR]'s PolyRating is: [POLY-SCORE]
110,H2,Does [COURSE-NAME] fulfill any GE requirements?,If yes: [COURSE-NAME] fulfills GE requirement [GE-AREA]
111,H2,Which courses fulfill any GE requirements?,The following courses fulfill GE requirements: [COURSE-NAME][GE-AREA]...
112,H2,Can I take [COURSE-NAME] in the [TERM] quarter?,If no: [COURSE-NAME] is typically offered in [TERM]
113,H2,On what level is [COURSE-NAME]?,[COURSE-NAME] is on level [LEVEL]
114,H2,Is course name on [LEVEL] level?,"If no: No, [COURSE-NAME] is on [LEVEL] level"
115,H2,Can I take [COURSE-NAME] with [PROFESSOR]?,Yes/No
116,H2,Can I take [DEPARTMENT-NAME][COURSE-NUM] with [PROFESSOR]?,Yes/No
117,H2,What [LEVEL] level courses are offered in [TERM]?,The following [LEVEL] level courses are offered in [TERM]: [COURSE-NAMES]
118,H2,Which courses fulfill [GE-AREA]?,If any: The following courses fulfill [GE-AREA]: [DEPARTMENT-NAME][COURSE-NUM][COURSE-NAME]... 
119,H2,Which courses require [COURSE-NAME],The following courses require [COURSE-NAME]: [DEPARTMENT-NAME][COURSE-NUM][COURSE-NAME]... 
0,B1,How many units are in the [program]?,[Program] has [units] number of units.
1,B1,How many [program] students are there in the department?,[Program] has [Number] number of students.
2,B1,What college is the department apart of?,The department is apart of [college] college.
3,B1,Where is the advising staff located?,The advising staff is located [room].
4,B1,Who are the faculty advisors? ,The faculty advisors are [person].
5,B1,Who is my faculty advisor?,Your faculty advisor is [person].
6,B1,Who is the faculty advisor if my last name starts with [letter last_name]?,Your faculty advisor is [name].
7,B1,Which professors are faculty advisors?,The faculty advisors are [person].
8,B1,Is [instructor] a faculty advisor?,The faculty advisors are [person].
9,B1,What can faculty advisors help me with?,Faculty advisors can do [advisor_info].
10,B1,Who can I go to if I have questions about [topic]?,Faculty advisors can do [advisor_info].
11,B1,What can the advising center help me with?,Faculty advisors can do [advisor_info].
12,B1,Where is the CSSE department located?,The CSSE department is located in building [building] and room [room].
13,B1,What is the room number of the CSSE department?,The CSSE department is located in room [room].
14,B1,What is the phone number of the CSSE department?,The phone number is [phone].
15,B1,What is the email of the CSSE department?,The email number is [email].
16,B1,When is the CSSE department open?,The department is open [hours].
17,B1,When is the CSSE department open?,The department is open [hours].
18,B1,What are the hours of the CSSE department?,The department is open [hours].
19,B1,Is the CSSE department open right now?,The department is open [hours].
20,B1,Is the CSSE department open on [weekday and or time]?,The department is open [hours].
21,B1,Who is the department chair?,The chair is [person].
22,B1,Who is the administrator?,The administrator is [person].
23,B1,What role does [person] have in the department?,[person] is a [role].
24,B1,How many people are there in the department?,There are [Number] people in the department.
25,B1,What is the email of [person]?,The email of [person] is [Email].
26,B1,Where is the office of [person]?,"The office of [person] is [Building, Room]."
27,B1,Which faculty are [role]?,[List of Names] is [Role].
28,B1,How many [role] are there in the department?,There are [Number] people in this [role].
29,B1,Who are the [overall_role]?,[List of persons] are/is [role].
30,B1,What is the most recent news article about the CSSE department?,The most recent article was [Name]
31,B1,When was the latest news article published?,The most recent article was published on [Date]
32,B1,What articles were published in [Year]?,[List of Names] were published in [Year].
33,B1,How many article were published in [Year]?,[Count] articles were published in [Year].
34,B1,Which articles were published in [month]?,[List of Names] were published in [Month].
35,B1,Which degree programs are available?,[List of Programs] are available at Cal Poly.
36,B1,What are the program objectives of [major]?,[Program Objectives]
37,B1,What are the learning outcomes of [major]?,[Learning Outcomes]
38,B1,Which degree programs are offered as a Bachelors of Science?,[List of Programs] are available as Bachelors of Science.
39,B1,Which degree programs are offered as a Masters of Science?,[List of Programs] are available as Masters of Science.
40,B1,What is name of blended program?,[Name] is the name of the blended program.
41,B1,What is the blended program?,[Description].
42,B1,What Minors are available?,[List of Minors] are available at Cal Poly.
43,B1,How many people are in the classes for [major]?,[Number] are in a typical class for [Major].
44,B1,Who accredits the [major]?,[Name] accredits the major.
45,B1,What are the benefits of the blended program?,[Benefits] are the benefits of the blended program.
46,B1,What types of roles do faculty members have?,[List of Roles] are the roles in the Department.
47,B1,How can I contact [name]?,[List of Contact Avenues] are possible ways to contact faculty.
48,B1,Who is in [office number]?,[Name] is in [Office Number].
49,B1,What is the home page for [name]?,[URL] is the home page for the [Name].
50,B1,What are the research interests of [name]?,[Research Interests] are in the interests of [Name].
51,B1,What is the phone number for [name]?,[Phone Number] is the Phone Number for [Name].
52,B1,What is the zip code of the department office?,[Zip Code] is the Zip Code of the Office.
53,B1,How can I contact the CSSE department?,[List of Contact Avenues] are the possible ways to contact the department.
54,B1,What is the fax for the CSSE department?,[Fax Number] is the fax number.
55,B1,Where can I find information about accreditation for the department?,[URL] is where you can find information about the accreditation for the department.
56,B1,How many computer engineering students are there?,[Number] is the number of computer engineering students.
57,B1,What is the mission statement of the CSSE department?,[Mission Statement].
58,B1,How many total students are in CSSE department?,[Number] students are in the CSSE department.
59,B1,Who is the contact for giving to the CSSE department?,[Name] is who to contact for information on giving to the department.
60,B1,What does giving support for the department do?,Giving to the department goes towards [List of Donation Goals]
61,B1,Where do my donations to the department go?,Donating to the department goes towards [List of Donation Goals]
62,B1,Do donations support [topic]?,"(Yes/no), [topic] (is/isn't) part of the donating program."
63,B1,What lab facilities does the department have?,The department has the following lab facilities: [List of Labs]
64,B1,Who is on the advisory board?,"The advisory contains [Number] of people, including [Random subset of on Board]"
65,B1,Is [person] on the advisory board?,"(Yes/no), [Person] (is/isn't) part of the advisory board."
66,B1,Does [company] have a representative on the advisory board?,"(Yes/no), [Company] (does/doesn't) have a representative of the advisory board."
67,B1,What accreditations does the department have?,The CSSE department has [list of accreditations]
68,B1,Does the department have an outreach program?,"Yes, the computer science has an outreach program. It works towards providing [list of Outreach Programs]."
69,B1,What does the departments outreach program do?,The outreach program works towards providing [list of Outreach Programs].
70,B1,How do I contact the outreach program?,You can reach the outreach program at [Email]
71,B1,What kind of activities does the outreach program host?,The outreach program works towards providing [list of Outreach Programs].
72,B1,What companies recruit from Cal Poly?,Some companies that heavily recruit from Cal Poly include [list of Company]
73,B1,Does [company] heavily recruited from Cal Poly?,"(Yes/no), [Company] (does/doesn't) heavily recruit from Cal Poly."
74,B1,Why should I choose Cal Polys CSSE department?,[Text]
75,B1,What faculty positions are available?,The following positions are currently available: [list of Faculty Positions]
