,id_group,group,q_format,a_format,tag0,tag1,tag2,tag3
1213,7,H2,How much credits is [DEPARTMENT-NAME] [COURSE-NUM] worth?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is worth [NUM-UNITS].,[DEPARTMENT-NAME],[COURSE-NUM],,
1214,8,H2,When is [COURSE-NAME] offered?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].,[COURSE-NAME],,,
1215,9,H2,When is [DEPARTMENT-NAME] [COURSE-NUM] offered?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].,[DEPARTMENT-NAME],[COURSE-NUM],,
1216,10,H2,Is [COURSE-NAME] available in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].,[COURSE-NAME],[TERM],,
1217,11,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] available in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].,[DEPARTMENT-NAME],[COURSE-NUM],[TERM],
1218,12,H2,Is [COURSE-NAME] offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].,[COURSE-NAME],[TERM],,
1219,13,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is typically offered in [TERM].,[DEPARTMENT-NAME],[COURSE-NUM],[TERM],
1220,14,H2,What courses are offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM]... are all offered in [TERM].,[TERM],,,
1221,15,H2,What is available in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM]... are all offered in [TERM].,[TERM],,,
1222,16,H2,What is the name of [DEPARTMENT-NAME] [COURSE-NUM]?,The full name of [DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME].,[DEPARTMENT-NAME],[COURSE-NUM],,
1223,17,H2,What is [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME]. The description is [COURSE-DESC].,[DEPARTMENT-NAME],[COURSE-NUM],,
1224,18,H2,What is the number for [COURSE-NAME]?,The number for [COURSE-NAME] is [DEPARTMENT-NAME] [COURSE-NUM].,[COURSE-NAME],,,
1225,19,H2,What courses have [COURSE-NAME] as a prerequisite?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM]...,[COURSE-NAME],,,
1226,20,H2,What courses have [DEPARTMENT-NAME] [COURSE-NUM] as a prerequisite?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM]...,[DEPARTMENT-NAME],[COURSE-NUM],,
1227,21,H2,What comes after [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM]...,[COURSE-NAME],,,
1228,22,H2,What comes after [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM]...,[DEPARTMENT-NAME],[COURSE-NUM],,
1229,23,H2,What courses have no prerequisites?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]... don't have prerequisites.,,,,
1230,24,H2,What is the description for [COURSE-NAME]?,The description of [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is [COURSE-DESC].,[COURSE-NAME],,,
1231,25,H2,What is the description for [DEPARTMENT-NAME] [COURSE-NUM]?,The description of [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is [COURSE-DESC].,[DEPARTMENT-NAME],[COURSE-NUM],,
1232,26,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have more units than [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] has more units than [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].,[DEPARTMENT-NAME],[COURSE-NUM],[DEPARTMENT-NAME],[COURSE-NUM]
1233,27,H2,Does [COURSE-NAME] have more units than [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] has more units than [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].,[COURSE-NAME],[COURSE-NAME],,
1234,28,H2,Is [COURSE-NAME] needed for [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is (not) a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].,[COURSE-NAME],[COURSE-NAME],,
1235,29,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] needed for [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is (not) a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].,[DEPARTMENT-NAME],[COURSE-NUM],[DEPARTMENT-NAME],[COURSE-NUM]
1236,30,H2,What courses are about [SUBJECT]?,The following courses are about [SUBJECT]: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...,[SUBJECT],,,
1237,31,H2,What courses pertain to [SUBJECT]?,The following courses are about [SUBJECT]: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...,[SUBJECT],,,
1238,32,H2,Who should I take [COURSE-NAME] with?,"Based on PolyRatings, [PROFESSOR] is the best professor for this course with a score of [POLY-SCORE]",[COURSE-NAME],,,
1239,33,H2,Who should I take [DEPARTMENT-NAME] [COURSE-NUM] with?,"Based on PolyRatings, [PROFESSOR] is the best professor for this course with a score of [POLY-SCORE]",[DEPARTMENT-NAME],[COURSE-NUM],,
1240,34,H2,Who typically teaches [COURSE-NAME]?,The following professors have taught [CSSE-COUSE-NAME]: [PROFESSOR]...,[COURSE-NAME],,,
1241,35,H2,Who typically teaches [DEPARTMENT-NAME] [COURSE-NUM]?,The following professors have taught [CSSE-COUSE-NUM]: [PROFESSOR]...,[DEPARTMENT-NAME],[COURSE-NUM],,
1242,36,H2,Does [COURSE-NAME] have any non CS/SE prerequisites?,Yes. They are [DEPARTMENT-NAME] [COURSE-NUM]... / No,[COURSE-NAME],,,
1243,37,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have any non CS/SE prerequisites?,Yes. They are [DEPARTMENT-NAME] [COURSE-NUM]... / No,[DEPARTMENT-NAME],[COURSE-NUM],,
1244,38,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have a lab?,Yes it is [NUM-UNITS] units/No,[DEPARTMENT-NAME],[COURSE-NUM],,
1245,39,H2,Does [COURSE-NAME] have a lab?,Yes it is [NUM-UNITS] units/No,[COURSE-NAME],,,
1246,40,H2,What courses are offered CR/NC?,The following courses are offered on a Credit/No Credit basis only: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...,,,,
1247,41,H2,What courses are offered Credit/No Credit?,The following courses are offered on a Credit/No Credit basis only: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...,,,,
1248,42,H2,Which classes are offered CR/NC?,The following courses are offered on a Credit/No Credit basis only: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...,,,,
1249,43,H2,Which classes are offered Credit/No Credit?,The following courses are offered on a Credit/No Credit basis only: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...,,,,
1250,44,H2,Is [COURSE-NAME] offered on a Credit/No Credit basis?,Yes/No,[COURSE-NAME],,,
1251,45,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] offered on a Credit/No Credit basis?,Yes/No,[DEPARTMENT-NAME],[COURSE-NUM],,
1252,46,H2,Is there a grade prerequesite for [COURSE-NAME]?,"Yes, it is a C- or better in [DEPARTMENT-NAME] [COURSE-NUM]",[COURSE-NAME],,,
1253,47,H2,Is there a grade prerequesite for [DEPARTMENT-NAME] [COURSE-NUM]?,"Yes, it is a C- or better in [DEPARTMENT-NAME] [COURSE-NUM]",[DEPARTMENT-NAME],[COURSE-NUM],,
1254,48,H2,How many [LEVEL] level courses are available?,"There are [NUM-COURSES] [LEVEL] level courses, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]...",[LEVEL],,,
1255,49,H2,What courses are credit not allowed for [MAJOR]?,The following courses do not allow credit for [MAJOR] students: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]...,[MAJOR],,,
1256,50,H2,Is [COURSE-NAME] applicable to [MAJOR]?,Yes/No,[COURSE-NAME],[MAJOR],,
1257,51,H2,Is [DEPARTMENT-NAME] [COURSE-NUM] applicable to [MAJOR]?,Yes/No,[DEPARTMENT-NAME],[COURSE-NUM],[MAJOR],
1258,52,H2,Does [COURSE-NAME] apply to [MAJOR]?,Yes/No,[COURSE-NAME],[MAJOR],,
1259,53,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] apply to [MAJOR]?,Yes/No,[DEPARTMENT-NAME],[COURSE-NUM],[MAJOR],
1260,54,H2,Can I get credit for [DEPARTMENT-NAME] [COURSE-NUM] as a [MAJOR]?,Yes/No,[DEPARTMENT-NAME],[COURSE-NUM],[MAJOR],
1261,55,H2,Can I get credit for [COURSE-NUM] as a [MAJOR]?,Yes/No,[COURSE-NUM],[MAJOR],,
1262,56,H2,What does [LEGEND-ITEM] mean?,[LEGEND-ITEM] means [LEGEND-DESCRIPTION],[LEGEND-ITEM],,,
1263,57,H2,Does [COURSE-NAME] have any corequisites?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]...",[COURSE-NAME],,,
1264,58,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have any corequisites?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]...",[DEPARTMENT-NAME],[COURSE-NUM],,
1265,59,H2,Which courses have corequisites?,"There are [NUM-COURSES] courses that have corequisites, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]...",,,,
1266,60,H2,Does [COURSE-NAME] have any concurrent enrollements?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]...",[COURSE-NAME],,,
1267,61,H2,Does [DEPARTMENT-NAME] [COURSE-NUM] have any concurrent enrollments?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]...",[DEPARTMENT-NAME],[COURSE-NUM],,
1268,62,H2,Which courses have concurrent enrollments?,"There are [NUM-COURSES] courses that have concurrent enrollments, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]...",,,,
1269,63,H2,What courses are being offered in [TERM]?,There are [COURSE-NUM] being offered in [TERM]. They are [DEPARTMENT-NAME] [COURSE-NUMBER]... .,[TERM],,,
1270,64,H2,Which classes will be be offered in [TERM]?,There are [COURSE-NUM] being offered in [TERM]. They are [DEPARTMENT-NAME] [COURSE-NUMBER]... .,[TERM],,,
1271,65,H2,"For [TERM], which classes are being offered?",There are [COURSE-NUM] being offered in [TERM]. They are [DEPARTMENT-NAME] [COURSE-NUMBER]... .,[TERM],,,
1272,66,H2,What professors are teaching [COURSE-NAME] in [TERM]?,The following professors are teaching [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] in [TERM]: [PROFESSOR]...,[COURSE-NAME],[TERM],,
1273,67,H2,What professors are teaching [DEPARTMENT-NAME][COURSE-NUMBER] in [TERM]?,The following professors are teaching [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] in [TERM]: [PROFESSOR]...,[DEPARTMENT-NAME],[COURSE-NUMBER],[TERM],
1274,68,H2,What time is [COURSE-NAME] being offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is being offered at the following times: [TIME],[COURSE-NAME],[TERM],,
1275,69,H2,What time is [DEPARTMENT-NAME] [COURSE-NUMBER] being offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is being offered at the following times: [TIME],[DEPARTMENT-NAME],[COURSE-NUMBER],[TERM],
1276,70,H2,How many sections of [COURSE-NAME] are being offered in [TERM]?,There are [NUM-SECTIONS] of [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] offered in [TERM],[COURSE-NAME],[TERM],,
1277,71,H2,How many sections of [DEPARTMENT-NAME] [COURSE-NUMBER] are being offered in [TERM]?,There are [NUM-SECTIONS] of [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] offered in [TERM],[DEPARTMENT-NAME],[COURSE-NUMBER],[TERM],
1278,72,H2,What courses are typically offered in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM]... are all offered in [TERM].,[TERM],,,
1279,73,H2,What courses are available in [TERM]?,[DEPARTMENT-NAME] [COURSE-NUM]... are all offered in [TERM].,[TERM],,,
1280,74,H2,What is [DEPARTMENT-NAME] [COURSE-NUM] called?,The full name of [DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME].,[DEPARTMENT-NAME],[COURSE-NUM],,
1281,75,H2,What is the name and description of [DEPARTMENT-NAME] [COURSE-NUM]?,[DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME]. The description is [COURSE-DESC].,[DEPARTMENT-NAME],[COURSE-NUM],,
1282,76,H2,How is [COURSE-NAME] listed?,The number for [COURSE-NAME] is [DEPARTMENT-NAME] [COURSE-NUM].,[COURSE-NAME],,,
1283,77,H2,Which courses are taught that are about [SUBJECT]?,The following courses are about [SUBJECT]: [DEPARTMENT-NAME] [COURSE-NUM] - [COURSE-NAME] ...,[SUBJECT],,,
1284,78,H2,Who is the best professor for [COURSE-NAME] with?,"Based on PolyRatings, [PROFESSOR] is the best professor for this course with a score of [POLY-SCORE]",[COURSE-NAME],,,
1285,79,H2,Which classes have zero prerequisites?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]... don't have prerequisites.,,,,
1286,80,H2,What are the classes that don't have any prereq's?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]... don't have prerequisites.,,,,
1287,81,H2,"What course has more units, [COURSE-NAME] or [COURSE-NAME]?",[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] has more units than [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME].,[COURSE-NAME],[COURSE-NAME],,
1288,82,H2,Do I need [COURSE-NAME] for [COURSE-NAME]?,[DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] is (not) a prerequisite for [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME] .,[COURSE-NAME],[COURSE-NAME],,
1289,83,H2,Are there corequesites for [DEPARTMENT-NAME] [COURSE-NUM]?,"Yes, they are [DEPARTMENT-NAME] [COURSE-NUM]...",[DEPARTMENT-NAME],[COURSE-NUM],,
1290,84,H2,What is [DEPARTMENT-NAME] [COURSE-NUM]'s name?,The full name of [DEPARTMENT-NAME] [COURSE-NUM] is [COURSE-NAME].,[DEPARTMENT-NAME],[COURSE-NUM],,
1291,85,H2,Which professors have taught [COURSE-NAME]?,The following professors have taught [CSSE-COUSE-NAME]: [PROFESSOR]...,[COURSE-NAME],,,
1292,86,H2,What is [LEGEND-ITEM]?,[LEGEND-ITEM] means [LEGEND-DESCRIPTION].,[LEGEND-ITEM],,,
1293,87,H2,What are the classes that have corequisites?,"There are [NUM-COURSES] courses that have corequisites, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]...",,,,
1294,88,H2,Are there classes with concurrent enrollments?,"There are [NUM-COURSES] courses that have concurrent enrollments, they are: [DEPARTMENT-NAME] [COURSE-NUM] [COURSE-NAME]...",,,,
1295,89,H2,Which quarter is [COURSE-NAME] typically offered?,[COURSE-NAME] is typically offered in [TERMS],[COURSE-NAME],,,
1296,90,H2,Does [COURSE-NAME] have a prerequisite from another department?,"If yes: Yes, [COURSE-NAME] has prerequieites from [DEPARTMENTS]",[COURSE-NAME],,,
1297,91,H2,What course number does [COURSE-NAME] have?,[COURSE-NAME] has number [COURSE-NUMBER],[COURSE-NAME],,,
1298,92,H2,What course name does [COURSE-NUM] have?,[COURSE-NUM] has name [COURSE-NAME],[COURSE-NUM],,,
1299,93,H2,How many units of lab does [DEPARTMENT-NAME][COURSE-NUM] have?,[DEPARTMENT-NAME][COURSE-NUM] has [NUM-UNITS] units,[DEPARTMENT-NAME],[COURSE-NUM],,
1300,94,H2,How many units of lab does [COURSE-NAME] have?,[COURSE-NAME] has [NUM-UNITS] units,[COURSE-NAME],,,
1301,95,H2,Are there any recommended classes for [COURSE-NAME]?,"if yes: Yes, they are [COURSE-NAMES]",[COURSE-NAME],,,
1302,96,H2,Are there any recommended classes for [DEPARTMENT-NAME][COURSE-NUM]?,"if yes: Yes, they are [COURSE-NAMES]",[DEPARTMENT-NAME],[COURSE-NUM],,
1303,97,H2,Which classes have [NUMBER] prerequisites?,[COURSE-NAMES],[NUMBER],,,
1304,98,H2,Does [COURSE-NAME] require consent of instructor?,Yes/No,[COURSE-NAME],,,
1305,99,H2,Does [DEPARTMENT-NAME][COURSE-NUM] require consent of instructor?,Yes/No,[DEPARTMENT-NAME],[COURSE-NUM],,
1306,100,H2,Does [COURSE-NAME] require [STANDING]?,Yes/No,[COURSE-NAME],[STANDING],,
1307,101,H2,Does [DEPARTMENT-NAME][COURSE-NUM] require [STANDING]?,Yes/No,[DEPARTMENT-NAME],[COURSE-NUM],[STANDING],
1308,102,H2,Are there any [NUM-UNITS] unit courses?,Yes/No,[NUM-UNITS],,,
1309,103,H2,Are there any [NUM-UNITS] unit courses in [TERM]?,Yes/No,[NUM-UNITS],[TERM],,
1310,104,H2,Is [COURSE-NAME] corsslisted?,"if yes: Yes, it is crosslisted as [DEPARTMENT-NAME][COURSE-NUM]",[COURSE-NAME],,,
1311,105,H2,Is  [DEPARTMENT-NAME][COURSE-NUM] corsslisted?,"if yes: Yes, it is crosslisted as [DEPARTMENT-NAME][COURSE-NUM]",[DEPARTMENT-NAME],[COURSE-NUM],,
1312,106,H2,Which courses are crosslisted?,Here is a list of crosslisted courses: [COURSE-NAMES],,,,
1313,107,H2,Which departments does [COURSE-NAME] have prerequisites in?,[COURSE-NAME] have prerequisites in these departments: [DEPARTMENTS],[COURSE-NAME],,,
1314,108,H2,Which courses does [PROFESSOR] teach?,[PROFESSOR] teaches: [COURSE-NAMES],[PROFESSOR],,,
1315,109,H2,What is [PROFESSOR]'s poly rating?,[PROFESSOR]'s PolyRating is: [POLY-SCORE],[PROFESSOR],,,
1316,110,H2,Does [COURSE-NAME] fulfill any GE requirements?,If yes: [COURSE-NAME] fulfills GE requirement [GE-AREA],[COURSE-NAME],,,
1317,111,H2,Which courses fulfill any GE requirements?,The following courses fulfill GE requirements: [COURSE-NAME][GE-AREA]...,,,,
1318,112,H2,Can I take [COURSE-NAME] in the [TERM] quarter?,If no: [COURSE-NAME] is typically offered in [TERM],[COURSE-NAME],[TERM],,
1319,113,H2,On what level is [COURSE-NAME]?,[COURSE-NAME] is on level [LEVEL],[COURSE-NAME],,,
1320,114,H2,Is course name on [LEVEL] level?,"If no: No, [COURSE-NAME] is on [LEVEL] level",[LEVEL],,,
1321,115,H2,Can I take [COURSE-NAME] with [PROFESSOR]?,Yes/No,[COURSE-NAME],[PROFESSOR],,
1322,116,H2,Can I take [DEPARTMENT-NAME][COURSE-NUM] with [PROFESSOR]?,Yes/No,[DEPARTMENT-NAME],[COURSE-NUM],[PROFESSOR],
1323,117,H2,What [LEVEL] level courses are offered in [TERM]?,The following [LEVEL] level courses are offered in [TERM]: [COURSE-NAMES],[LEVEL],[TERM],,
1324,118,H2,Which courses fulfill [GE-AREA]?,If any: The following courses fulfill [GE-AREA]: [DEPARTMENT-NAME][COURSE-NUM][COURSE-NAME]... ,[GE-AREA],,,
1325,119,H2,Which courses require [COURSE-NAME],The following courses require [COURSE-NAME]: [DEPARTMENT-NAME][COURSE-NUM][COURSE-NAME]... ,[COURSE-NAME],,,
1326,0,B1,How many units are in the [program]?,[Program] has [units] number of units.,[program],,,
1327,1,B1,How many [program] students are there in the department?,[Program] has [Number] number of students.,[program],,,
1328,2,B1,What college is the department apart of?,The department is apart of [college] college.,,,,
1329,3,B1,Where is the advising staff located?,The advising staff is located [room].,,,,
1330,4,B1,Who are the faculty advisors? ,The faculty advisors are [person].,,,,
1331,5,B1,Who is my faculty advisor?,Your faculty advisor is [person].,,,,
1332,6,B1,Who is the faculty advisor if my last name starts with [letter last_name]?,Your faculty advisor is [name].,[letter last_name],,,
1333,7,B1,Which professors are faculty advisors?,The faculty advisors are [person].,,,,
1334,8,B1,Is [instructor] a faculty advisor?,The faculty advisors are [person].,[instructor],,,
1335,9,B1,What can faculty advisors help me with?,Faculty advisors can do [advisor_info].,,,,
1336,10,B1,Who can I go to if I have questions about [topic]?,Faculty advisors can do [advisor_info].,[topic],,,
1337,11,B1,What can the advising center help me with?,Faculty advisors can do [advisor_info].,,,,
1338,12,B1,Where is the CSSE department located?,The CSSE department is located in building [building] and room [room].,,,,
1339,13,B1,What is the room number of the CSSE department?,The CSSE department is located in room [room].,,,,
1340,14,B1,What is the phone number of the CSSE department?,The phone number is [phone].,,,,
1341,15,B1,What is the email of the CSSE department?,The email number is [email].,,,,
1342,16,B1,When is the CSSE department open?,The department is open [hours].,,,,
1343,17,B1,When is the CSSE department open?,The department is open [hours].,,,,
1344,18,B1,What are the hours of the CSSE department?,The department is open [hours].,,,,
1345,19,B1,Is the CSSE department open right now?,The department is open [hours].,,,,
1346,20,B1,Is the CSSE department open on [weekday and or time]?,The department is open [hours].,[weekday and or time],,,
1347,21,B1,Who is the department chair?,The chair is [person].,,,,
1348,22,B1,Who is the administrator?,The administrator is [person].,,,,
1349,23,B1,What role does [person] have in the department?,[person] is a [role].,[person],,,
1350,24,B1,How many people are there in the department?,There are [Number] people in the department.,,,,
1351,25,B1,What is the email of [person]?,The email of [person] is [Email].,[person],,,
1352,26,B1,Where is the office of [person]?,"The office of [person] is [Building, Room].",[person],,,
1353,27,B1,Which faculty are [role]?,[List of Names] is [Role].,[role],,,
1354,28,B1,How many [role] are there in the department?,There are [Number] people in this [role].,[role],,,
1355,29,B1,Who are the [overall_role]?,[List of persons] are/is [role].,[overall_role],,,
1356,30,B1,What is the most recent news article about the CSSE department?,The most recent article was [Name],,,,
1357,31,B1,When was the latest news article published?,The most recent article was published on [Date],,,,
1358,32,B1,What articles were published in [Year]?,[List of Names] were published in [Year].,[Year],,,
1359,33,B1,How many article were published in [Year]?,[Count] articles were published in [Year].,[Year],,,
1360,34,B1,Which articles were published in [month]?,[List of Names] were published in [Month].,[month],,,
1361,35,B1,Which degree programs are available?,[List of Programs] are available at Cal Poly.,,,,
1362,36,B1,What are the program objectives of [major]?,[Program Objectives],[major],,,
1363,37,B1,What are the learning outcomes of [major]?,[Learning Outcomes],[major],,,
1364,38,B1,Which degree programs are offered as a Bachelors of Science?,[List of Programs] are available as Bachelors of Science.,,,,
1365,39,B1,Which degree programs are offered as a Masters of Science?,[List of Programs] are available as Masters of Science.,,,,
1366,40,B1,What is name of blended program?,[Name] is the name of the blended program.,,,,
1367,41,B1,What is the blended program?,[Description].,,,,
1368,42,B1,What Minors are available?,[List of Minors] are available at Cal Poly.,,,,
1369,43,B1,How many people are in the classes for [major]?,[Number] are in a typical class for [Major].,[major],,,
1370,44,B1,Who accredits the [major]?,[Name] accredits the major.,[major],,,
1371,45,B1,What are the benefits of the blended program?,[Benefits] are the benefits of the blended program.,,,,
1372,46,B1,What types of roles do faculty members have?,[List of Roles] are the roles in the Department.,,,,
1373,47,B1,How can I contact [name]?,[List of Contact Avenues] are possible ways to contact faculty.,[name],,,
1374,48,B1,Who is in [office number]?,[Name] is in [Office Number].,[office number],,,
1375,49,B1,What is the home page for [name]?,[URL] is the home page for the [Name].,[name],,,
1376,50,B1,What are the research interests of [name]?,[Research Interests] are in the interests of [Name].,[name],,,
1377,51,B1,What is the phone number for [name]?,[Phone Number] is the Phone Number for [Name].,[name],,,
1378,52,B1,What is the zip code of the department office?,[Zip Code] is the Zip Code of the Office.,,,,
1379,53,B1,How can I contact the CSSE department?,[List of Contact Avenues] are the possible ways to contact the department.,,,,
1380,54,B1,What is the fax for the CSSE department?,[Fax Number] is the fax number.,,,,
1381,55,B1,Where can I find information about accreditation for the department?,[URL] is where you can find information about the accreditation for the department.,,,,
1382,56,B1,How many computer engineering students are there?,[Number] is the number of computer engineering students.,,,,
1383,57,B1,What is the mission statement of the CSSE department?,[Mission Statement].,,,,
1384,58,B1,How many total students are in CSSE department?,[Number] students are in the CSSE department.,,,,
1385,59,B1,Who is the contact for giving to the CSSE department?,[Name] is who to contact for information on giving to the department.,,,,
1386,60,B1,What does giving support for the department do?,Giving to the department goes towards [List of Donation Goals],,,,
1387,61,B1,Where do my donations to the department go?,Donating to the department goes towards [List of Donation Goals],,,,
1388,62,B1,Do donations support [topic]?,"(Yes/no), [topic] (is/isn't) part of the donating program.",[topic],,,
1389,63,B1,What lab facilities does the department have?,The department has the following lab facilities: [List of Labs],,,,
1390,64,B1,Who is on the advisory board?,"The advisory contains [Number] of people, including [Random subset of on Board]",,,,
1391,65,B1,Is [person] on the advisory board?,"(Yes/no), [Person] (is/isn't) part of the advisory board.",[person],,,
1392,66,B1,Does [company] have a representative on the advisory board?,"(Yes/no), [Company] (does/doesn't) have a representative of the advisory board.",[company],,,
1393,67,B1,What accreditations does the department have?,The CSSE department has [list of accreditations],,,,
1394,68,B1,Does the department have an outreach program?,"Yes, the computer science has an outreach program. It works towards providing [list of Outreach Programs].",,,,
1395,69,B1,What does the departments outreach program do?,The outreach program works towards providing [list of Outreach Programs].,,,,
1396,70,B1,How do I contact the outreach program?,You can reach the outreach program at [Email],,,,
1397,71,B1,What kind of activities does the outreach program host?,The outreach program works towards providing [list of Outreach Programs].,,,,
1398,72,B1,What companies recruit from Cal Poly?,Some companies that heavily recruit from Cal Poly include [list of Company],,,,
1399,73,B1,Does [company] heavily recruited from Cal Poly?,"(Yes/no), [Company] (does/doesn't) heavily recruit from Cal Poly.",[company],,,
1400,74,B1,Why should I choose Cal Polys CSSE department?,[Text],,,,
1401,75,B1,What faculty positions are available?,The following positions are currently available: [list of Faculty Positions],,,,
1402,76,B1,Does the department have a newsletter?,"Yes, the newsletter can be found at [link]",,,,
1403,77,B1,Where is the department office located?,The department office is located at [Room] in [Building],,,,
1404,78,B1,What are the department office hours?,The department office is open at [times].,,,,
1405,79,B1,Is the department office open at [time]?,(Yes/No). The department office is usually open at [times].,[time],,,
1406,80,B1,Is the department office open right now?,(Yes/No). The department office is usually open at [times].,,,,
1407,81,B1,What was the last news article about [topic]?,"The last news article about [topic] was [date], titled [Title].",[topic],,,
1408,82,B1,What is the average class size?,Average class size in the CSSE department is [Number].,,,,
1409,83,B1,What is the difference between [major] and [major]?,[Major] has goals to do [list of Objectives/Outcomes]. [Major] has goals to do.,[major],[major],,
1410,84,B1,What are the prerequisites for [Minor]?,[Minor]'s prerequisites are: [list of prerequisites],[Minor],,,
1411,85,B1,What Minors are offered?,The CSSE department offers the following Minors: [list of Minors],,,,
1412,86,B1,Is there a [Minor] Minor?,"(Yes/no), the CSSE department (does/doesn't) offer the following a [Minor] Minor;",[Minor],,,
1413,87,B1,What is the [Minor] Minor?,The [Minor] Minor encompasses [text],[Minor],,,
1414,88,B1,Is [Minor] a part of another department?,"(Yes/no), the [Minor] Minor is a part of the [Name] department and the [Name] department.",[Minor],,,
1415,89,B1,Who is the advisor for [Minor]?,[Name] is the advisor for the [Minor] Minor,[Minor],,,
1416,90,B1,How many units to get a Minor in [Minor]?,[Minor] requires [units] number of units.,[Minor],,,
